,Make,Fuel,Model,Cnt,Emission,year
5602,VOLKSWAGEN,PETROL,POLO,1770,112.0,2018
5645,VOLKSWAGEN,PETROL,SHARAN,1748,193.0,2018
6087,VOLKSWAGEN,PETROL,GOLF GT TSI EVO S-A,1586,145.0,2018
6220,VOLKSWAGEN,PETROL,UP!,1538,120.0,2018
6820,VOLKSWAGEN,PETROL,GOLF SE TSI,1348,130.0,2018
6911,VOLKSWAGEN,PETROL,GOLF GTI PERFORMANCE TSI,1324,170.0,2018
6985,VOLKSWAGEN,PETROL,TIGUAN,1306,163.0,2018
7052,VOLKSWAGEN,PETROL,POLO SEL TSI S-A,1288,137.0,2018
7226,VOLKSWAGEN,PETROL,UP,1248,120.0,2018
7238,VOLKSWAGEN,PETROL,GOLF R-LINE TSI EVO,1244,141.0,2018
7486,VOLKSWAGEN,PETROL,GOLF SE NAVIGATION TSI,1180,130.0,2018
7573,VOLKSWAGEN,PETROL,T-ROC R-LINE TSI EVO,1162,151.0,2018
7884,VOLKSWAGEN,PETROL,KOMBI,1093,216.0,2018
7991,VOLKSWAGEN,PETROL,TOURAN,1068,168.0,2018
8651,VOLKSWAGEN,PETROL,GOLF / 1.5 / TSI,944,139.0,2018
8838,VOLKSWAGEN,PETROL,GOLF R-LINE TSI EVO S-A,916,147.0,2018
8943,VOLKSWAGEN,PETROL,POLO / 1.0 /,894,130.0,2018
9342,VOLKSWAGEN,PETROL,GOLF SE TSI EVO S-A,842,137.0,2018
9587,VOLKSWAGEN,PETROL,T-ROC SE TSI EVO S-A,806,160.0,2018
10172,VOLKSWAGEN,PETROL,POLO / 1.0 / TSI AUT.,728,134.0,2018
10538,VOLKSWAGEN,PETROL,T-ROC / 1.5 / TSI,688,150.0,2018
11301,VOLKSWAGEN,PETROL,T-ROC / 1.0 / TSI,614,138.0,2018
11368,VOLKSWAGEN,PETROL,T-ROC R-LINE TSI EVO S-A,608,160.0,2018
11996,VOLKSWAGEN,PETROL,GOLF SE NAVIGATION TSI EVO,552,138.0,2018
12003,VOLKSWAGEN,PETROL,POLO BEATS TSI S-A,552,138.0,2018
12395,VOLKSWAGEN,PETROL,GOLF SE NAVIGATION TSI EVO S-A,522,139.0,2018
12470,VOLKSWAGEN,PETROL,UP! / 1.0 /,516,123.0,2018
12538,VOLKSWAGEN,PETROL,GOLF SV GT TSI EVO S-A,512,151.0,2018
12681,VOLKSWAGEN,PETROL,T-ROC DESIGN TSI EVO S-A,504,160.0,2018
13236,VOLKSWAGEN,PETROL,T-ROC SEL TSI EVO S-A,466,161.0,2018
13613,VOLKSWAGEN,PETROL,T ROC,444,141.0,2018
13710,VOLKSWAGEN,PETROL,T-ROC S TSI,438,139.0,2018
13735,VOLKSWAGEN,PETROL,GOLF GT TSI EVO S-A,436,147.0,2018
13864,VOLKSWAGEN,PETROL,GOLF / 1.0 / TSI,428,131.0,2018
14635,VOLKSWAGEN,PETROL,GOLF SE TDI S-A,388,141.0,2018
14693,VOLKSWAGEN,PETROL,HIGH UP TSI,384,116.0,2018
15186,VOLKSWAGEN,PETROL,TAKE UP,362,116.0,2018
15829,VOLKSWAGEN,PETROL,T-ROC SEL TSI,336,141.0,2018
16307,VOLKSWAGEN,PETROL,ARTEON R-LINE TSI EVO S-A,318,159.0,2018
17006,VOLKSWAGEN,PETROL,GOLF SE NAVIGATION TDI S-A,292,141.0,2018
17041,VOLKSWAGEN,PETROL,UP!,292,124.0,2018
17353,VOLKSWAGEN,PETROL,GOLF / VARIANT 1.5 / TSI,280,141.0,2018
17365,VOLKSWAGEN,PETROL,GOLF GT TSI EVO,280,142.0,2018
17384,VOLKSWAGEN,PETROL,ARTEON,280,195.0,2018
17594,VOLKSWAGEN,PETROL,GOLF / 1.5 / TSI AUT.,274,145.0,2018
18772,VOLKSWAGEN,PETROL,UP|,241,117.0,2018
19631,VOLKSWAGEN,PETROL,POLO BEATS EVO,220,131.0,2018
22,VOLKSWAGEN,PETROL,POLO,207752,129.0,2019
32,VOLKSWAGEN,PETROL,GOLF,184626,149.0,2019
62,VOLKSWAGEN,PETROL,POLO,132551,134.0,2019
80,VOLKSWAGEN,PETROL,T-ROC,122718,150.0,2019
103,VOLKSWAGEN,PETROL,T-ROC,108608,155.0,2019
125,VOLKSWAGEN,PETROL,GOLF,96375,138.0,2019
130,VOLKSWAGEN,PETROL,T-CROSS,95086,137.0,2019
172,VOLKSWAGEN,PETROL,TIGUAN,80713,180.0,2019
257,VOLKSWAGEN,PETROL,UP!,62046,120.0,2019
270,VOLKSWAGEN,PETROL,TIGUAN,59658,168.0,2019
273,VOLKSWAGEN,PETROL,T-CROSS,59106,138.0,2019
280,VOLKSWAGEN,PETROL,GOLF SPORTSVAN,58144,145.0,2019
289,VOLKSWAGEN,PETROL,UP!,56830,119.0,2019
356,VOLKSWAGEN,PETROL,GOLF,47714,142.0,2019
445,VOLKSWAGEN,PETROL,TOURAN,37514,161.0,2019
670,VOLKSWAGEN,PETROL,PASSAT,25792,159.0,2019
743,VOLKSWAGEN,PETROL,CADDY,23128,164.0,2019
833,VOLKSWAGEN,PETROL,POLO SE TSI,20140,123.0,2019
921,VOLKSWAGEN,PETROL,TOURAN,18062,161.0,2019
972,VOLKSWAGEN,PETROL,POLO SE EVO,16938,130.0,2019
1028,VOLKSWAGEN,PETROL,GOLF,15747,139.0,2019
1152,VOLKSWAGEN,PETROL,POLO,13856,129.0,2019
1280,VOLKSWAGEN,PETROL,PASSAT,12187,156.0,2019
1330,VOLKSWAGEN,PETROL,GOLF MATCH TSI EVO,11702,132.0,2019
1346,VOLKSWAGEN,PETROL,TIGUAN,11512,203.0,2019
1394,VOLKSWAGEN,PETROL,GOLF,11100,139.0,2019
1446,VOLKSWAGEN,PETROL,GOLF,10526,136.0,2019
1479,VOLKSWAGEN,PETROL,GOLF R TSI 4MOTION S-A,10186,193.0,2019
1565,VOLKSWAGEN,PETROL,T-ROC,9496,150.0,2019
1596,VOLKSWAGEN,PETROL,TIGUAN,9264,168.0,2019
1622,VOLKSWAGEN,PETROL,TIGUAN MATCH TSI EVO,9162,160.0,2019
1676,VOLKSWAGEN,PETROL,GOLF SPORTSVAN,8768,143.0,2019
1763,VOLKSWAGEN,PETROL,POLO SE TSI S-A,8276,135.0,2019
1853,VOLKSWAGEN,PETROL,T-CROSS,7644,136.0,2019
1942,VOLKSWAGEN,PETROL,MOVE UP,7230,119.0,2019
1943,VOLKSWAGEN,PETROL,ARTEON,7228,178.0,2019
1961,VOLKSWAGEN,PETROL,TIGUAN MATCH TSI EVO S-A,7132,168.0,2019
1970,VOLKSWAGEN,PETROL,CADDY,7107,166.0,2019
2014,VOLKSWAGEN,PETROL,GOLF GTI PERFORMANCE TSI S-A,6892,168.0,2019
2092,VOLKSWAGEN,PETROL,GOLF,6588,142.0,2019
2267,VOLKSWAGEN,PETROL,POLO,5858,127.0,2019
2507,VOLKSWAGEN,PETROL,SHARAN,5106,192.0,2019
2633,VOLKSWAGEN,PETROL,GOLF GTI PERFORMANCE TSI,4824,170.0,2019
2643,VOLKSWAGEN,PETROL,T-CROSS,4810,137.0,2019
2676,VOLKSWAGEN,PETROL,T-CROSS SE TSI,4708,135.0,2019
2725,VOLKSWAGEN,PETROL,GOLF MATCH TSI EVO S-A,4614,140.0,2019
2726,VOLKSWAGEN,PETROL,POLO R-LINE TSI,4614,127.0,2019
2919,VOLKSWAGEN,PETROL,CADDY,4217,168.0,2019
2969,VOLKSWAGEN,PETROL,POLO GTI PLUS TSI S-A,4122,161.0,2019
3048,VOLKSWAGEN,PETROL,T-ROC,3960,160.0,2019
3159,VOLKSWAGEN,PETROL,T-ROC SE TSI,3788,143.0,2019
3185,VOLKSWAGEN,PETROL,ARTEON,3754,171.0,2019
3256,VOLKSWAGEN,PETROL,T-ROC SE TSI EVO S-A,3646,157.0,2019
3284,VOLKSWAGEN,PETROL,TIGUAN SEL TSI 4MOTION S-A,3612,189.0,2019
3369,VOLKSWAGEN,PETROL,GOLF MATCH TSI,3514,127.0,2019
3386,VOLKSWAGEN,PETROL,T-ROC SEL TSI EVO S-A,3486,159.0,2019
3628,VOLKSWAGEN,PETROL,GOLF SE NAVIGATION TSI EVO,3204,137.0,2019
3637,VOLKSWAGEN,PETROL,POLO BEATS TSI,3196,125.0,2019
3693,VOLKSWAGEN,PETROL,T-ROC SE TSI EVO,3136,149.0,2019
3751,VOLKSWAGEN,PETROL,POLO GTI TSI S-A,3076,159.0,2019
3814,VOLKSWAGEN,PETROL,GOLF SPORTSVAN,3012,142.0,2019
3845,VOLKSWAGEN,PETROL,T-ROC R-LINE TSI EVO S-A,2980,157.0,2019
3856,VOLKSWAGEN,PETROL,GOLF R-LINE TSI EVO,2970,140.0,2019
3913,VOLKSWAGEN,PETROL,UP GTI,2906,127.0,2019
3977,VOLKSWAGEN,PETROL,POLO BEATS EVO,2850,131.0,2019
4110,VOLKSWAGEN,PETROL,TOURAN,2722,159.0,2019
4133,VOLKSWAGEN,PETROL,PASSAT,2702,157.0,2019
4391,VOLKSWAGEN,PETROL,GOLF R-LINE TSI EVO S-A,2506,147.0,2019
4474,VOLKSWAGEN,PETROL,GOLF MATCH EDITION TSI EVO,2440,127.0,2019
4506,VOLKSWAGEN,PETROL,GOLF MATCH EDITION TSI,2418,124.0,2019
4695,VOLKSWAGEN,PETROL,POLO SEL TSI,2270,128.0,2019
4744,VOLKSWAGEN,PETROL,POLO SE TECH EDITION TSI,2236,121.0,2019
4798,VOLKSWAGEN,PETROL,T-ROC DESIGN TSI,2204,143.0,2019
4912,VOLKSWAGEN,PETROL,TIGUAN R-LINE TSI EVO S-A,2120,173.0,2019
4947,VOLKSWAGEN,PETROL,GOLF MATCH TSI S-A,2100,139.0,2019
5031,VOLKSWAGEN,PETROL,GOLF,2054,136.0,2019
5100,VOLKSWAGEN,PETROL,UP,2019,121.0,2019
5167,VOLKSWAGEN,PETROL,MOVE UP TECH EDITION,1984,118.0,2019
5196,VOLKSWAGEN,PETROL,GOLF MATCH EDITION TSI EVO S-A,1966,142.0,2019
5439,VOLKSWAGEN,PETROL,T-CROSS SEL TSI,1838,135.0,2019
5469,VOLKSWAGEN,PETROL,GOLF GT TSI EVO,1826,139.0,2019
5521,VOLKSWAGEN,PETROL,T-ROC SEL TSI EVO,1804,149.0,2019
5524,VOLKSWAGEN,PETROL,POLO SEL TSI S-A,1802,137.0,2019
5567,VOLKSWAGEN,PETROL,T-ROC DESIGN TSI EVO,1784,149.0,2019
5718,VOLKSWAGEN,PETROL,T-ROC R-LINE TSI EVO,1724,150.0,2019
5737,VOLKSWAGEN,PETROL,GOLF SE NAVIGATION TSI EVO S-A,1716,137.0,2019
6035,VOLKSWAGEN,PETROL,GOLF SV MATCH TSI EVO S-A,1600,142.0,2019
6103,VOLKSWAGEN,PETROL,T-CROSS R-LINE TSI,1582,135.0,2019
6178,VOLKSWAGEN,PETROL,TIGUAN R-LINE TECH TSI 4M SA,1552,205.0,2019
6296,VOLKSWAGEN,PETROL,T-CROSS SE TSI S-A,1514,143.0,2019
6328,VOLKSWAGEN,PETROL,UP!,1504,120.0,2019
6342,VOLKSWAGEN,PETROL,UP BY BEATS,1496,120.0,2019
6398,VOLKSWAGEN,PETROL,GOLF GT TSI EVO S-A,1476,145.0,2019
6446,VOLKSWAGEN,PETROL,TIGUAN SE NAVIGATION TSI EVO,1462,159.0,2019
6584,VOLKSWAGEN,PETROL,GOLF SPORTSVAN,1418,145.0,2019
6590,VOLKSWAGEN,PETROL,GOLF S TSI,1416,127.0,2019
6864,VOLKSWAGEN,PETROL,CRAFTER CR50  TDI,1338,135.0,2019
7188,VOLKSWAGEN,PETROL,GOLF GTI TCR S-A,1256,175.0,2019
7239,VOLKSWAGEN,PETROL,T-ROC DESIGN TSI EVO S-A,1244,157.0,2019
7450,VOLKSWAGEN,PETROL,PASSAT,1192,151.0,2019
7635,VOLKSWAGEN,PETROL,POLO SE TECH EDITION EVO,1148,130.0,2019
7701,VOLKSWAGEN,PETROL,T-CROSS R-LINE TSI S-A,1134,142.0,2019
7722,VOLKSWAGEN,PETROL,SHARAN SE NAVIGATION TSI S-A,1128,195.0,2019
7835,VOLKSWAGEN,PETROL,GOLF R TSI 4MOTION S-A,1104,193.0,2019
7967,VOLKSWAGEN,PETROL,T-CROSS S TSI,1074,133.0,2019
8080,VOLKSWAGEN,PETROL,T-CROSS SEL TSI S-A,1050,144.0,2019
8262,VOLKSWAGEN,PETROL,HIGH UP TSI,1016,116.0,2019
8314,VOLKSWAGEN,PETROL,GOLF,1006,152.0,2019
8467,VOLKSWAGEN,PETROL,TOURAN SEL TSI S-A,978,165.0,2019
8480,VOLKSWAGEN,PETROL,TIGUAN SEL TSI EVO S-A,976,171.0,2019
8519,VOLKSWAGEN,PETROL,POLO R-LINE TSI S-A,970,139.0,2019
8654,VOLKSWAGEN,PETROL,HIGH UP,944,121.0,2019
8771,VOLKSWAGEN,PETROL,TOURAN,926,163.0,2019
8963,VOLKSWAGEN,PETROL,GOLF SE TSI EVO,892,137.0,2019
9215,VOLKSWAGEN,PETROL,TOUAREG,858,252.0,2019
9324,VOLKSWAGEN,PETROL,SHARAN,844,192.0,2019
9367,VOLKSWAGEN,PETROL,ARTEON ELEGANCE TSI EVO S-A,840,160.0,2019
9905,VOLKSWAGEN,PETROL,PASSAT SE BUSINESS TSI EVO,762,143.0,2019
10342,VOLKSWAGEN,PETROL,PASSAT GT TSI EVO S-A,710,159.0,2019
10362,VOLKSWAGEN,PETROL,GOLF MATCH TSI EVO,708,132.0,2019
10667,VOLKSWAGEN,PETROL,ARTEON R-LINE TSI EVO S-A,674,160.0,2019
10977,VOLKSWAGEN,PETROL,PASSAT SE BUSINESS TSI EVO S-A,646,158.0,2019
11129,VOLKSWAGEN,PETROL,POLO BEATS TSI S-A,632,139.0,2019
11542,VOLKSWAGEN,PETROL,T-ROC S TSI,592,142.0,2019
11654,VOLKSWAGEN,PETROL,TIGUAN SEL TDI 4MOTION S-A,582,167.0,2019
11665,VOLKSWAGEN,PETROL,ARTEON R-LINE TSI S-A,582,177.0,2019
11690,VOLKSWAGEN,PETROL,GOLF MATCH TSI EVO S-A,578,140.0,2019
12096,VOLKSWAGEN,PETROL,SHARAN SE TSI S-A,544,197.0,2019
12493,VOLKSWAGEN,PETROL,GOLF SE TSI,514,130.0,2019
12651,VOLKSWAGEN,PETROL,T-ROC R-LINE TSI 4MOTION S-A,506,186.0,2019
12714,VOLKSWAGEN,PETROL,POLO SE TECH EDITION TSI S-A,502,134.0,2019
12773,VOLKSWAGEN,PETROL,T-CROSS FIRST EDITION TSI,498,133.0,2019
12790,VOLKSWAGEN,PETROL,SHARAN SE NAVIGATION TSI,496,180.0,2019
12882,VOLKSWAGEN,PETROL,HIGH UP AUTO,490,128.0,2019
12920,VOLKSWAGEN,PETROL,TOURAN SE FAMILY TSI,488,157.0,2019
13006,VOLKSWAGEN,PETROL,PASSAT GT TSI EVO,482,144.0,2019
13066,VOLKSWAGEN,PETROL,UP|,478,118.0,2019
13156,VOLKSWAGEN,PETROL,CRAFTER CR35 TDI,470,139.0,2019
13180,VOLKSWAGEN,PETROL,GOLF GT TSI EVO S-A,470,147.0,2019
13295,VOLKSWAGEN,PETROL,TOURAN R LINE TSI S-A,462,164.0,2019
13382,VOLKSWAGEN,PETROL,GOLF SV MATCH TSI EVO,456,137.0,2019
13391,VOLKSWAGEN,PETROL,GOLF SE NAVIGATION TSI,456,130.0,2019
13646,VOLKSWAGEN,PETROL,T-ROC SEL TSI 4MOTION S-A,442,186.0,2019
13984,VOLKSWAGEN,PETROL,T-ROC R TSI 4MOTION S-A,422,197.0,2019
14259,VOLKSWAGEN,PETROL,TIGUAN ALLSPACE SEL TSI EVO SA,406,177.0,2019
14598,VOLKSWAGEN,PETROL,ARTEON,390,165.0,2019
14825,VOLKSWAGEN,PETROL,PASSAT S TDI S-A,378,163.0,2019
14900,VOLKSWAGEN,PETROL,T-ROC SEL TSI,374,144.0,2019
15449,VOLKSWAGEN,PETROL,PASSAT R-LINE TSI EVO S-A,350,155.0,2019
15613,VOLKSWAGEN,PETROL,UP BY BEATS TSI,344,116.0,2019
15955,VOLKSWAGEN,PETROL,TIGUAN ASPACE MATCH TSI EVO SA,330,175.0,2019
15970,VOLKSWAGEN,PETROL,SHARAN,330,190.0,2019
16330,VOLKSWAGEN,PETROL,PASSAT R-LINE TSI EVO,316,145.0,2019
16436,VOLKSWAGEN,PETROL,TIGUAN SE TSI EVO,312,159.0,2019
16492,VOLKSWAGEN,PETROL,GOLF GT TSI EVO,310,141.0,2019
16894,VOLKSWAGEN,PETROL,GOLF SE TDI S-A,296,141.0,2019
17143,VOLKSWAGEN,PETROL,POLO S EVO,288,130.0,2019
17266,VOLKSWAGEN,PETROL,TIGUAN S TSI EVO,284,154.0,2019
18077,VOLKSWAGEN,PETROL,TIGUAN ASPCE RLN TCH TSIEVO SA,260,175.0,2019
18123,VOLKSWAGEN,PETROL,GOLF R-LINE EDITION TSI EVO SA,258,145.0,2019
18194,VOLKSWAGEN,PETROL,GOLF MATCH TSI S-A,256,140.0,2019
18431,VOLKSWAGEN,PETROL,ARTEON,250,188.0,2019
18800,VOLKSWAGEN,PETROL,GOLF SV GT TSI EVO S-A,240,150.0,2019
18900,VOLKSWAGEN,PETROL,TIGUAN ALLSPACE SE NAV TDI,238,175.0,2019
18903,VOLKSWAGEN,PETROL,GOLF SE NAVIGATION TSI EVO,238,139.0,2019
19014,VOLKSWAGEN,PETROL,TOURAN SEL TSI,236,160.0,2019
19215,VOLKSWAGEN,PETROL,GOLF GT EDITION TSI EVO S-A,230,145.0,2019
19271,VOLKSWAGEN,PETROL,TIGUAN R-LINE TECH TDI 4M SA,228,213.0,2019
19698,VOLKSWAGEN,PETROL,CRAFTER CR50  STARTLINE TDI,218,135.0,2019
19796,VOLKSWAGEN,PETROL,ARTEON R-LINE TSI 4MOTION S-A,216,193.0,2019
19913,VOLKSWAGEN,PETROL,TAKE UP,214,117.0,2019
245,VOLKSWAGEN,PETROL,POLO,64303,130.0,2020
305,VOLKSWAGEN,PETROL,T-CROSS,53868,139.0,2020
324,VOLKSWAGEN,PETROL,POLO,51465,138.0,2020
344,VOLKSWAGEN,PETROL,T-ROC,48504,154.0,2020
355,VOLKSWAGEN,PETROL,T-ROC,47739,146.0,2020
404,VOLKSWAGEN,PETROL,GOLF,41055,131.0,2020
500,VOLKSWAGEN,PETROL,T-CROSS,33871,141.0,2020
518,VOLKSWAGEN,PETROL,TIGUAN,32606,176.0,2020
768,VOLKSWAGEN,PETROL,GOLF,21931,128.0,2020
841,VOLKSWAGEN,PETROL,TIGUAN,19931,160.0,2020
1002,VOLKSWAGEN,PETROL,GOLF SPORTSVAN,16204,143.0,2020
1017,VOLKSWAGEN,PETROL,UP!,15952,121.0,2020
1048,VOLKSWAGEN,PETROL,GOLF,15308,141.0,2020
1064,VOLKSWAGEN,PETROL,GOLF,15041,135.0,2020
1260,VOLKSWAGEN,PETROL,UP!,12378,122.0,2020
1387,VOLKSWAGEN,PETROL,TOURAN,11162,157.0,2020
1444,VOLKSWAGEN,PETROL,CADDY,10530,167.0,2020
1468,VOLKSWAGEN,PETROL,GOLF,10334,153.0,2020
1568,VOLKSWAGEN,PETROL,T-ROC,9490,144.0,2020
1666,VOLKSWAGEN,PETROL,TIGUAN,8837,163.0,2020
1733,VOLKSWAGEN,PETROL,PASSAT,8430,160.0,2020
1897,VOLKSWAGEN,PETROL,POLO,7415,129.0,2020
1972,VOLKSWAGEN,PETROL,POLO MATCH TSI,7105,126.0,2020
2053,VOLKSWAGEN,PETROL,GOLF MATCH EDITION TSI EVO,6762,127.0,2020
2089,VOLKSWAGEN,PETROL,TOURAN,6593,156.0,2020
2136,VOLKSWAGEN,PETROL,T-CROSS,6392,136.0,2020
2336,VOLKSWAGEN,PETROL,GOLF LIFE TSI,5589,122.0,2020
2346,VOLKSWAGEN,PETROL,PASSAT,5567,152.0,2020
3056,VOLKSWAGEN,PETROL,GOLF,3944,124.0,2020
3351,VOLKSWAGEN,PETROL,PASSAT,3530,153.0,2020
3367,VOLKSWAGEN,PETROL,GOLF,3515,131.0,2020
3612,VOLKSWAGEN,PETROL,GOLF MATCH EDITION TSI EVO S-A,3215,142.0,2020
3651,VOLKSWAGEN,PETROL,TIGUAN MATCH TSI EVO,3186,157.0,2020
3669,VOLKSWAGEN,PETROL,GOLF,3160,136.0,2020
3699,VOLKSWAGEN,PETROL,T-ROC SE TSI,3131,134.0,2020
3703,VOLKSWAGEN,PETROL,TIGUAN MATCH TSI EVO S-A,3127,165.0,2020
3820,VOLKSWAGEN,PETROL,TIGUAN SEL TSI 4MOTION S-A,3008,170.0,2020
3853,VOLKSWAGEN,PETROL,POLO MATCH EVO,2974,124.0,2020
3863,VOLKSWAGEN,PETROL,GOLF STYLE TSI,2963,125.0,2020
3957,VOLKSWAGEN,PETROL,ARTEON,2865,176.0,2020
4508,VOLKSWAGEN,PETROL,POLO SE EVO,2418,125.0,2020
4531,VOLKSWAGEN,PETROL,GOLF SPORTSVAN,2395,141.0,2020
4551,VOLKSWAGEN,PETROL,T-CROSS SE TSI,2380,136.0,2020
4694,VOLKSWAGEN,PETROL,POLO SE TSI,2271,127.0,2020
4741,VOLKSWAGEN,PETROL,POLO R-LINE TSI,2238,129.0,2020
4766,VOLKSWAGEN,PETROL,GOLF,2224,132.0,2020
4925,VOLKSWAGEN,PETROL,GOLF SPORTSVAN,2113,136.0,2020
5107,VOLKSWAGEN,PETROL,CADDY,2017,170.0,2020
5251,VOLKSWAGEN,PETROL,TOURAN,1934,152.0,2020
5384,VOLKSWAGEN,PETROL,T-ROC R-LINE TSI EVO S-A,1866,154.0,2020
5463,VOLKSWAGEN,PETROL,GOLF LIFE ETSI S-A,1828,129.0,2020
5570,VOLKSWAGEN,PETROL,T-ROC SE TSI EVO,1781,142.0,2020
5681,VOLKSWAGEN,PETROL,POLO MATCH TSI S-A,1735,137.0,2020
5805,VOLKSWAGEN,PETROL,SHARAN,1690,190.0,2020
6270,VOLKSWAGEN,PETROL,GOLF STYLE ETSI S-A,1520,133.0,2020
6452,VOLKSWAGEN,PETROL,POLO BEATS EVO,1459,125.0,2020
6782,VOLKSWAGEN,PETROL,GOLF R-LINE TSI,1361,126.0,2020
6837,VOLKSWAGEN,PETROL,T-ROC SEL TSI EVO S-A,1345,154.0,2020
6860,VOLKSWAGEN,PETROL,CADDY,1340,171.0,2020
6916,VOLKSWAGEN,PETROL,TIGUAN R-LINE TSI S-A,1323,165.0,2020
7105,VOLKSWAGEN,PETROL,T-ROC SE TSI EVO S-A,1274,149.0,2020
7220,VOLKSWAGEN,PETROL,T-ROC DESIGN TSI,1250,135.0,2020
7268,VOLKSWAGEN,PETROL,GOLF R TSI 4MOTION S-A,1237,193.0,2020
7296,VOLKSWAGEN,PETROL,GOLF GTI PERFORMANCE TSI S-A,1230,168.0,2020
7347,VOLKSWAGEN,PETROL,ARTEON,1219,179.0,2020
7584,VOLKSWAGEN,PETROL,T-ROC R-LINE TSI EVO,1160,148.0,2020
7714,VOLKSWAGEN,PETROL,POLO GTI PLUS TSI S-A,1130,161.0,2020
7983,VOLKSWAGEN,PETROL,GOLF R-LINE ETSI S-A,1069,133.0,2020
8158,VOLKSWAGEN,PETROL,UP!,1035,117.0,2020
8488,VOLKSWAGEN,PETROL,ARTEON,975,177.0,2020
8493,VOLKSWAGEN,PETROL,GOLF GTI TSI S-A,974,169.0,2020
8648,VOLKSWAGEN,PETROL,T-CROSS SE TSI S-A,944,143.0,2020
8696,VOLKSWAGEN,PETROL,T-ROC SEL TSI EVO,938,147.0,2020
9147,VOLKSWAGEN,PETROL,UP,868,123.0,2020
9227,VOLKSWAGEN,PETROL,POLO SE TSI S-A,857,141.0,2020
9242,VOLKSWAGEN,PETROL,MOVE UP,855,124.0,2020
9255,VOLKSWAGEN,PETROL,POLO UNITED TSI,853,125.0,2020
9352,VOLKSWAGEN,PETROL,POLO BEATS TSI,841,128.0,2020
9544,VOLKSWAGEN,PETROL,TIGUAN ELEGANCE TSI S-A,813,169.0,2020
9611,VOLKSWAGEN,PETROL,T-CROSS SEL TSI S-A,802,142.0,2020
9949,VOLKSWAGEN,PETROL,T-CROSS SEL TSI,756,137.0,2020
9972,VOLKSWAGEN,PETROL,T-CROSS   10   TSI,753,136.0,2020
10003,VOLKSWAGEN,PETROL,T-CROSS S TSI,749,133.0,2020
10034,VOLKSWAGEN,PETROL,POLO   10   TSI,744,126.0,2020
10663,VOLKSWAGEN,PETROL,T-CROSS R-LINE TSI S-A,675,146.0,2020
10984,VOLKSWAGEN,PETROL,UP GTI,646,121.0,2020
11015,VOLKSWAGEN,PETROL,POLO R-LINE TSI S-A,642,138.0,2020
11073,VOLKSWAGEN,PETROL,POLO SEL TSI S-A,638,136.0,2020
11190,VOLKSWAGEN,PETROL,POLO GTI TSI S-A,626,160.0,2020
11192,VOLKSWAGEN,PETROL,T-ROC R TSI 4MOTION S-A,626,196.0,2020
11229,VOLKSWAGEN,PETROL,POLO SEL TSI,622,126.0,2020
11328,VOLKSWAGEN,PETROL,ARTEON R-LINE TSI S-A,612,178.0,2020
11506,VOLKSWAGEN,PETROL,T-ROC DESIGN TSI EVO,595,144.0,2020
11551,VOLKSWAGEN,PETROL,T-CROSS R-LINE TSI,591,140.0,2020
11684,VOLKSWAGEN,PETROL,GOLF SV MATCH TSI EVO S-A,579,147.0,2020
11737,VOLKSWAGEN,PETROL,GOLF R-LINE EDITION TSI EVO SA,574,145.0,2020
12744,VOLKSWAGEN,PETROL,TIGUAN LIFE TSI,499,149.0,2020
12866,VOLKSWAGEN,PETROL,T-ROC DESIGN TSI EVO S-A,491,151.0,2020
12893,VOLKSWAGEN,PETROL,GOLF MATCH EDITION TSI EVO S-A,489,144.0,2020
13181,VOLKSWAGEN,PETROL,GOLF R-LINE EDITION TSI EVO,469,134.0,2020
13757,VOLKSWAGEN,PETROL,TIGUAN R-LINE TECH TSI 4M SA,435,204.0,2020
14338,VOLKSWAGEN,PETROL,GOLF   15   TSI,403,125.0,2020
14396,VOLKSWAGEN,PETROL,T-ROC BLACK EDITION TSI EVO SA,400,153.0,2020
14812,VOLKSWAGEN,PETROL,UP BLACK EDITION,379,126.0,2020
15104,VOLKSWAGEN,PETROL,SHARAN SE NAVIGATION TSI S-A,365,187.0,2020
15334,VOLKSWAGEN,PETROL,TIGUAN ASPCE RLN TCH TSIEVO SA,355,174.0,2020
15380,VOLKSWAGEN,PETROL,GOLF SV MATCH TSI EVO,353,130.0,2020
15801,VOLKSWAGEN,PETROL,GOLF MATCH EDITION TSI,337,124.0,2020
16172,VOLKSWAGEN,PETROL,GOLF MATCH TSI EVO,323,129.0,2020
16327,VOLKSWAGEN,PETROL,ARTEON R-LINE EDITION TSI S-A,317,178.0,2020
16390,VOLKSWAGEN,PETROL,TOURAN SEL TSI S-A,314,151.0,2020
16478,VOLKSWAGEN,PETROL,PASSAT SEL TSI EVO,311,140.0,2020
16592,VOLKSWAGEN,PETROL,GOLF R TSI 4MOTION S-A,306,193.0,2020
17097,VOLKSWAGEN,PETROL,GOLF MATCH EDITION TSI EVO,290,129.0,2020
17352,VOLKSWAGEN,PETROL,T-ROC   15   TSI AUT,281,150.0,2020
17484,VOLKSWAGEN,PETROL,GOLF GTI TCR S-A,278,174.0,2020
17623,VOLKSWAGEN,PETROL,GOLF,273,125.0,2020
17777,VOLKSWAGEN,PETROL,TOUAREG V6 BLACK EDITION TSI A,269,246.0,2020
17911,VOLKSWAGEN,PETROL,PASSAT SEL TSI EVO S-A,265,149.0,2020
18350,VOLKSWAGEN,PETROL,TIGUAN ASPACE MATCH TSI EVO SA,252,172.0,2020
